KO,F101_0.22_B,F101_0.22_S,F103_0.22_B,F103_0.22_S,F107_0.22_B,F107_0.22_S
K12865,0,0,1,1,1,0
K12867,1,1,1,1,1,1
K12868,0,0,1,0,1,1
K12869,0,1,1,1,1,1
K12870,0,0,1,1,1,1
K12871,0,0,1,0,1,0
K12872,0,0,1,1,1,1
K12873,0,0,1,1,1,0
K12874,0,0,1,1,1,1
K12875,0,0,0,0,1,0
K12876,0,0,1,0,1,0
K12877,0,0,1,0,1,0
K12878,0,0,1,1,1,1
K12879,1,0,1,1,1,1
K12880,0,0,1,1,1,1
K12881,0,0,1,0,1,0
K12882,0,1,1,1,1,0
K12883,0,0,1,1,1,0
K12885,0,0,0,0,1,0
K12886,0,0,0,0,0,0
K12887,0,0,0,0,0,0
K12888,0,0,0,0,0,0
K12890,0,0,1,0,1,0
K12891,0,0,0,0,1,0
K12892,0,0,0,0,1,0
K12893,0,0,0,0,1,0
K12896,0,0,0,0,0,0
K12897,0,0,0,0,0,0
K12898,0,0,0,1,1,0
K12900,0,0,0,0,1,0
K12940,0,0,1,0,0,0
K12941,1,1,1,1,1,1
K12942,1,1,1,1,1,1
K12943,0,0,0,0,0,0
K12944,1,0,1,1,0,1
K12945,0,0,0,0,0,0
K12946,0,0,0,0,1,0
K12947,0,0,1,0,1,0
K12948,0,0,1,0,1,0
K12949,0,0,0,0,0,0
K12950,0,0,0,0,0,0
K12951,0,0,0,0,0,0
K12952,0,0,0,0,0,0
K12953,0,0,1,0,1,0
K12954,0,0,0,0,0,0
K12956,0,0,0,0,0,0
K12957,1,1,1,1,1,1
K12960,1,1,1,1,1,1
K12961,1,1,1,1,1,1
K12962,0,0,0,0,1,0
K12963,0,0,0,0,0,0
K12968,0,0,0,0,0,0
K12972,1,1,1,1,1,1
K12973,0,0,0,0,0,0
K12974,1,1,1,1,1,1
K12975,0,0,0,0,0,0
K12976,1,0,1,0,1,1
K12977,0,0,0,0,0,0
K12978,1,1,1,1,1,1
K12979,1,1,1,1,1,1
K12980,1,1,1,1,1,1
K12981,1,1,0,1,0,0
K12982,1,1,1,1,1,1
K12983,1,1,1,1,1,1
K12984,1,1,1,1,1,1
K12985,0,0,0,0,0,0
K12987,1,0,1,0,1,1
K12988,1,1,1,1,1,1
K12989,1,1,1,1,1,1
K12990,1,1,1,1,1,1
K12991,1,1,1,1,1,1
K12992,1,1,1,1,1,1
K12993,0,0,0,0,0,0
K12994,1,1,1,1,1,1
K12995,1,1,1,1,1,1
K12996,1,0,0,1,1,1
K12997,0,0,1,0,1,1
K12998,0,0,0,0,0,0
K12999,0,0,0,0,0,0
K13001,1,0,1,1,1,1
K13002,1,1,1,1,1,1
K13003,0,0,1,0,1,0
K13004,1,1,1,1,1,1
K13005,1,1,1,1,1,1
K13006,1,1,1,1,1,1
K13007,1,1,1,1,1,1
K13009,1,1,1,1,1,1
K13010,1,1,1,1,1,1
K13011,0,0,0,0,0,0
K13012,1,1,1,1,1,1
K13013,1,1,1,1,1,1
K13014,0,0,1,0,0,1
K13015,1,1,1,1,1,1
K13016,1,1,1,1,1,1
K13017,1,1,1,1,1,1
K13018,1,1,1,1,1,1
K13019,1,1,1,1,1,1
K13020,1,1,1,1,1,1
K13021,0,0,0,0,1,0
K13023,0,0,1,0,0,1
K13024,0,0,1,1,1,1
K13025,1,1,1,1,1,1
K13028,1,0,1,1,1,1
K13035,0,0,0,0,0,1
K13038,1,1,1,1,1,1
K13039,1,1,1,1,1,1
K13040,0,0,1,0,0,1
K13041,0,0,0,0,0,0
K13042,1,1,1,1,1,1
K13043,1,1,1,1,1,1
K13044,0,0,0,0,1,0
K13045,0,0,0,0,0,0
K13046,0,0,0,0,0,0
K13047,0,0,0,0,0,0
K13048,0,0,0,0,0,0
K13049,1,1,1,1,1,1
K13050,0,0,1,0,1,1
K13051,1,1,1,1,1,1
K13052,0,0,0,0,0,0
K13053,1,1,1,1,1,1
K13055,0,0,0,0,0,0
K13056,0,0,0,0,0,0
K13057,0,0,1,0,1,0
K13058,0,0,1,0,1,0
K13059,1,1,1,1,1,1
K13060,0,0,0,0,0,0
K13061,0,0,0,0,0,0
K13062,1,0,1,0,0,1
K13063,0,0,0,0,0,0
K13069,1,1,1,1,1,1
K13070,0,0,0,0,0,0
K13071,0,0,0,0,1,1
K13074,0,0,0,0,0,0
K13075,0,0,0,0,0,0
K13076,0,1,1,1,1,1
K13082,1,0,1,1,1,1
K13085,0,0,0,0,0,0
K13086,0,0,0,0,0,0
K13091,0,0,1,1,1,0
K13093,0,0,1,1,1,1
K13094,0,0,0,0,1,0
K13095,0,1,1,1,1,1
K13096,0,0,0,0,1,0
K13098,0,0,0,0,0,0
K13099,0,0,1,0,1,0
K13100,0,1,1,1,1,1
K13101,0,0,1,1,1,1
K13102,0,0,1,1,1,0
K13103,0,0,1,1,1,0
K13105,0,0,0,0,0,0
K13106,0,0,1,0,1,0
K13107,0,0,1,1,1,1
K13108,0,0,1,0,1,1
K13109,0,0,1,1,1,0
K13110,0,0,1,0,1,1
K13111,0,0,1,1,1,1
K13113,0,0,0,1,1,0
K13114,0,0,0,0,0,0
K13115,0,0,1,0,1,0
K13116,0,0,1,1,1,1
K13117,1,0,1,1,1,1
K13118,0,0,1,1,1,0
K13119,0,0,1,1,1,1
K13120,0,0,1,0,1,0
K13121,0,0,1,0,1,0
K13123,0,0,1,1,1,0
K13124,0,0,1,0,1,0
K13125,0,0,1,0,1,0
K13126,1,1,1,1,1,1
K13127,0,0,1,1,1,0
K13130,0,0,1,0,1,0
K13131,0,0,1,1,1,0
K13133,0,0,1,1,1,1
K13137,0,1,1,1,1,1
K13138,0,0,0,0,1,0
K13139,0,0,0,0,0,0
K13140,0,0,0,0,1,0
K13141,0,0,0,0,1,0
K13143,0,0,0,0,0,0
K13146,0,0,0,0,1,0
K13148,0,0,1,0,1,1
K13151,0,0,1,1,1,0
K13154,0,0,0,0,0,0
K13159,0,0,0,0,0,0
K13160,1,0,1,0,1,1
K13162,0,0,0,0,1,0
K13163,1,0,1,0,1,1
K13165,0,0,1,0,1,0
K13167,0,0,0,0,1,0
K13171,0,0,1,1,1,0
K13172,0,0,1,0,1,0
K13173,0,0,0,0,0,0
K13174,0,0,1,1,1,0
K13175,0,0,0,0,0,0
K13176,0,0,1,0,1,0
K13177,1,0,1,1,1,1
K13178,0,0,0,0,0,0
K13179,1,1,1,1,1,1
K13181,0,0,1,1,1,1
K13183,0,0,0,0,1,1
K13184,0,0,0,0,0,0
K13185,0,0,0,0,0,1
K13186,0,0,0,0,0,0
K13188,0,0,0,0,0,0
K13189,0,0,0,0,0,0
K13190,0,0,0,0,1,0
K13191,0,0,0,0,1,0
K13192,0,0,0,0,0,0
K13193,0,0,0,0,1,0
K13194,0,0,0,0,0,0
K13195,1,0,1,1,1,1
K13199,0,0,1,0,1,0
K13201,0,0,1,0,1,1
K13202,0,0,0,0,0,0
K13205,0,0,1,0,1,1
K13206,0,0,0,0,1,0
K13207,0,0,1,0,1,0
K13208,0,0,1,0,1,0
K13209,0,0,0,0,1,0
K13210,0,0,1,1,1,0
K13211,0,0,1,1,1,0
K13212,0,0,0,1,1,0
K13216,0,0,0,0,1,0
K13217,0,0,1,0,1,0
K13219,0,0,0,0,1,0
K13220,0,0,1,1,1,1
K13221,0,0,0,0,0,0
K13222,0,0,0,0,0,0
K13236,1,1,1,1,1,1
K13237,1,1,1,1,1,1
K13238,1,0,1,1,1,1
K13239,0,0,1,0,0,1
K13241,0,0,0,0,0,0
K13243,1,1,1,1,0,1
K13244,0,0,0,0,0,0
K13245,0,0,0,0,0,0
K13246,0,0,0,0,0,0
K13247,1,1,1,1,1,1
K13248,0,0,1,0,1,1
K13249,0,0,0,0,0,0
K13250,0,0,0,0,0,0
K13251,0,0,0,0,0,0
K13252,0,0,0,0,0,0
K13254,0,0,0,0,1,1
K13255,1,0,1,0,0,0
K13256,1,1,1,1,1,1
K13273,0,0,0,0,1,0
K13274,0,0,1,0,0,0
K13275,1,1,1,1,1,1
K13276,1,1,1,1,1,1
K13277,1,1,1,1,1,1
K13278,0,0,1,0,1,1
K13279,0,0,0,0,0,0
K13280,1,1,1,1,1,1
K13281,1,1,1,1,1,1
K13282,1,1,1,1,1,1
K13283,1,1,1,1,1,1
K13288,1,1,1,1,1,1
K13289,1,0,1,1,1,1
K13291,0,0,0,0,1,0
K13292,1,1,1,1,1,1
K13293,0,0,0,0,0,0
K13294,0,0,0,0,0,0
K13296,0,0,0,0,0,0
K13298,0,0,0,0,1,0
K13299,0,0,0,0,1,0
K13300,0,0,0,0,0,0
K13301,0,0,0,0,0,0
K13302,0,0,1,0,1,0
K13303,0,0,0,0,1,0
K13304,0,0,0,0,1,0
K13305,0,0,0,0,0,0
K13317,1,1,1,1,1,1
K13333,0,0,0,0,1,0
K13335,0,0,0,0,1,0
K13336,0,0,0,0,1,0
K13337,0,1,0,1,1,0
K13338,0,0,1,0,1,1
K13339,0,0,1,1,1,1
K13341,0,0,1,1,1,1
K13342,0,0,1,1,1,1
K13343,0,0,1,0,1,0
K13345,0,0,1,0,1,1
K13346,0,0,1,0,1,1
K13347,0,0,0,0,1,0
K13348,1,0,1,1,1,1
K13349,0,0,0,0,0,0
K13350,0,0,0,0,0,0
K13354,0,0,1,0,1,1
K13355,0,0,0,0,0,0
K13356,1,0,1,0,1,1
K13366,0,0,1,0,1,1
K13367,0,0,0,0,1,0
K13368,0,0,0,0,0,0
K13369,0,0,0,0,1,0
K13370,1,0,1,0,1,1
K13378,1,1,1,1,1,1
K13379,0,0,0,0,1,0
K13380,1,0,1,0,1,1
K13381,0,0,0,0,0,0
K13402,0,0,0,0,0,0
K13403,0,0,1,0,1,1
K13407,0,0,0,0,1,0
K13409,0,0,0,0,0,0
K13411,0,0,0,0,0,0
K13412,1,1,1,1,1,1
K13413,0,0,0,0,0,0
K13414,0,0,0,0,1,0
K13415,0,0,1,0,1,1
K13416,0,0,1,0,1,1
K13417,0,0,0,0,0,1
K13418,0,0,0,0,0,1
K13419,0,0,0,0,1,0
K13420,1,0,1,1,1,1
K13421,1,1,1,1,1,1
K13424,0,0,0,0,1,0
K13426,0,0,0,0,1,0
K13427,0,0,0,0,0,0
K13428,0,0,1,0,1,0
K13429,0,0,0,0,0,0
K13431,0,0,1,1,1,1
K13442,0,0,0,0,1,1
K13444,1,1,1,1,1,1
K13447,0,0,0,0,0,0
K13448,1,1,1,1,1,1
K13449,0,0,0,0,0,0
K13450,0,0,0,0,0,0
K13457,0,0,1,0,1,1
K13458,0,0,0,0,1,0
K13462,0,0,1,0,1,0
K13472,1,1,1,1,1,1
K13479,1,1,1,1,1,1
K13480,0,0,0,0,0,0
K13481,1,1,1,1,1,1
K13482,1,1,1,1,1,1
K13483,1,1,1,1,1,1
K13484,0,0,1,0,1,0
K13485,0,0,0,0,0,0
K13486,1,0,1,0,1,1
K13487,1,1,1,1,1,1
K13488,0,0,1,0,1,1
K13489,1,0,1,0,1,1
K13490,1,0,1,0,1,1
K13491,0,0,1,0,0,0
K13496,0,0,0,0,0,0
K13497,1,1,1,1,1,1
K13499,0,0,0,0,1,0
K13500,1,1,1,1,1,1
K13501,0,0,0,0,1,0
K13503,1,1,1,1,1,1
K13506,0,1,1,1,1,1
K13507,1,1,1,1,1,1
K13509,1,1,1,1,1,1
K13510,0,0,1,0,1,1
K13511,0,0,1,1,1,1
K13512,0,0,0,0,0,0
K13513,0,0,1,0,1,1
K13517,0,0,0,0,0,0
K13519,0,0,1,1,1,0
K13522,1,1,1,1,0,1
K13523,0,0,0,0,0,0
K13524,0,0,1,1,1,0
K13525,1,1,1,1,1,1
K13526,0,0,0,0,0,0
K13527,1,1,1,1,1,1
K13529,1,1,1,1,1,1
K13530,0,0,0,0,0,0
K13531,1,1,1,1,1,1
K13532,0,0,0,0,0,0
K13533,0,0,0,0,1,0
K13534,0,0,0,0,1,0
K13535,0,0,1,0,1,1
K13537,0,0,0,0,1,0
K13538,0,0,0,0,0,0
K13539,0,0,0,0,1,0
K13540,0,0,0,0,0,0
K13541,1,1,1,1,1,1
K13542,1,1,1,1,1,1
K13543,1,0,1,1,1,1
K13566,1,1,1,1,1,1
K13570,1,1,1,1,1,1
K13571,1,1,1,1,1,1
K13572,1,1,1,1,1,1
K13573,1,1,1,1,1,1
K13574,1,1,1,1,1,1
K13575,0,0,0,1,1,0
K13576,0,0,0,0,1,0
K13577,0,0,0,0,1,0
K13580,0,0,0,0,0,0
K13581,1,1,1,1,1,1
K13582,1,1,1,1,1,1
K13583,1,1,1,1,1,1
K13584,1,1,1,1,1,1
K13585,0,0,0,0,0,0
K13586,0,0,0,0,0,0
K13587,1,1,1,1,1,1
K13588,1,1,1,1,1,1
K13589,0,0,1,0,0,0
K13590,1,1,1,1,1,1
K13591,0,0,0,0,0,0
K13592,0,0,0,0,0,0
K13593,1,0,1,0,1,1
K13598,1,1,1,1,1,1
K13599,1,1,1,1,1,1
K13600,0,0,1,1,1,0
K13601,0,0,0,0,0,0
K13602,0,0,0,0,0,0
K13603,0,0,0,0,0,0
K13604,0,0,0,0,0,0
K13605,0,0,0,0,0,0
K13606,0,0,1,1,1,1
K13607,0,0,1,0,1,0
K13611,0,0,1,0,1,0
K13612,0,0,0,0,1,0
K13613,0,0,0,0,1,0
K13614,1,0,1,1,1,1
K13615,0,0,0,0,0,0
K13616,0,0,0,0,0,0
K13617,0,0,1,0,1,0
K13619,0,0,0,0,0,0
K13620,0,0,0,0,0,0
K13621,1,0,1,1,1,1
K13622,1,1,1,1,1,1
K13623,1,1,1,1,1,1
K13624,0,0,0,0,0,1
K13626,1,1,1,1,1,1
K13627,0,0,0,0,1,0
K13628,1,1,1,1,1,1
K13629,0,0,0,0,0,0
K13630,0,0,0,0,0,0
K13631,0,0,0,0,0,0
K13632,0,0,0,0,0,0
K13633,0,0,1,0,0,0
K13634,1,1,1,1,1,1
K13635,1,1,1,1,1,1
K13636,1,1,1,1,0,1
K13637,1,1,1,1,1,1
K13638,1,1,1,1,1,1
K13639,1,1,1,1,0,1
K13640,1,1,1,1,1,1
K13641,1,1,1,1,1,1
K13642,0,0,1,0,0,0
K13643,1,1,1,1,1,1
K13644,0,0,0,0,1,0
K13645,1,1,1,1,1,1
K13646,1,1,1,1,1,1
K13647,1,1,1,1,1,1
K13648,0,0,0,0,1,0
K13649,0,0,0,0,1,0
K13650,0,0,0,0,0,0
K13651,0,0,0,0,0,0
K13652,1,0,1,1,1,1
K13653,1,1,1,1,1,1
K13654,0,0,0,0,1,0
K13655,0,0,0,0,0,0
K13656,0,0,0,0,0,0
K13657,0,0,0,0,0,0
K13658,0,0,0,0,0,0
K13659,1,1,1,1,0,1
K13660,0,0,0,0,0,0
K13661,0,0,0,0,0,0
K13662,0,0,0,0,0,0
K13663,0,0,0,0,0,0
K13665,1,1,1,1,1,1
K13666,1,1,1,1,1,1
K13667,0,0,1,0,1,1
K13668,1,1,1,1,1,1
K13669,0,0,0,0,0,0
K13670,1,1,1,1,1,1
K13671,0,0,0,0,0,0
K13672,0,0,0,0,0,0
K13675,0,0,1,0,1,0
K13676,0,0,1,0,1,0
K13678,1,1,1,1,1,1
K13679,0,1,1,1,1,0
K13680,0,0,1,0,0,1
K13681,0,0,1,0,1,0
K13682,0,0,0,0,0,0
K13683,0,0,1,1,1,1
K13684,0,0,0,0,0,0
K13686,0,0,0,0,0,0
K13687,0,0,0,0,0,0
K13688,0,0,1,0,0,0
K13690,0,0,0,0,0,0
K13693,1,1,1,1,1,1
K13694,1,1,1,1,1,1
K13695,0,0,0,0,0,1
K13696,0,0,1,1,1,1
K13697,0,0,0,0,0,0
K13698,0,0,0,0,0,0
K13699,0,0,0,0,0,0
K13700,0,0,1,0,0,0
K13701,0,0,0,0,0,0
K13702,1,1,1,1,1,1
K13703,1,0,1,1,1,1
K13705,0,0,0,0,0,0
K13706,0,0,1,0,1,0
K13708,0,0,0,0,0,0
K13710,0,0,0,0,0,0
K13713,1,1,1,1,1,1
K13716,0,0,0,0,0,0
K13717,0,0,0,0,1,0
K13718,0,0,0,0,0,0
K13719,0,0,1,0,1,1
K13720,0,0,1,1,1,0
K13721,0,0,0,1,1,0
K13722,1,1,1,1,1,1
K13724,0,0,0,0,0,0
K13725,0,0,0,0,0,0
K13726,0,0,0,0,0,0
K13727,0,0,0,0,0,0
K13728,0,0,0,0,1,0
K13730,1,1,1,1,1,1
K13731,0,0,1,0,1,0
K13734,0,0,0,0,0,0
K13735,1,1,1,1,1,1
K13736,0,0,0,0,1,0
K13737,0,1,0,1,0,1
K13740,0,0,0,0,0,0
K13745,1,1,1,1,1,1
K13746,1,0,1,0,0,1
K13747,1,1,1,1,1,1
K13749,0,0,1,0,1,0
K13750,0,0,1,1,1,1
K13751,0,0,0,0,1,0
K13752,0,0,1,1,1,1
K13753,0,0,0,0,0,0
K13754,0,0,1,1,1,1
K13755,0,0,0,0,1,0
K13758,0,0,0,0,1,0
K13761,0,0,1,0,1,0
K13763,0,0,0,0,0,0
K13766,1,1,1,1,1,1
K13767,1,1,1,1,1,1
K13770,1,1,1,1,1,1
K13771,1,1,1,1,1,1
K13772,0,0,0,0,0,0
K13774,1,1,1,1,1,1
K13775,1,1,1,1,1,1
K13776,1,1,1,1,1,1
K13777,1,1,1,1,1,1
K13778,1,1,1,1,1,1
K13779,1,1,1,1,1,1
K13783,0,1,1,1,1,1
K13786,0,0,0,0,0,0
K13787,1,1,1,1,1,1
K13788,1,1,1,1,1,1
K13789,1,1,1,1,1,1
K13790,0,0,0,0,0,0
K13791,0,0,0,0,0,0
K13794,1,0,1,0,1,1
K13795,1,1,1,1,1,1
K13796,1,1,1,1,1,1
K13797,0,0,1,0,0,0
K13798,1,1,1,1,1,1
K13799,1,1,1,1,1,1
K13800,0,0,1,1,1,0
K13803,0,0,0,0,0,0
K13806,0,0,1,0,1,0
K13807,1,0,0,0,0,1
K13809,1,0,1,1,1,1
K13810,1,1,1,1,1,1
K13811,0,0,1,0,1,1
K13812,0,0,0,0,0,0
K13813,0,0,0,0,0,0
K13814,0,0,0,0,0,0
K13815,0,0,0,0,0,0
K13816,0,0,0,0,0,0
K13818,1,1,1,1,1,1
K13819,1,1,1,1,1,1
K13820,0,0,1,0,0,1
K13821,1,1,1,1,1,1
K13829,1,1,1,1,1,1
K13830,0,0,0,0,1,1
K13831,1,1,1,1,1,1
K13832,1,1,1,1,1,1
K13834,0,0,0,0,0,0
K13853,0,0,0,0,1,0
K13855,0,0,1,0,1,0
K13856,0,0,0,0,1,0
K13857,0,0,0,0,0,0
K13858,0,0,0,0,0,0
K13859,0,0,0,0,1,0
K13861,0,0,0,1,0,0
K13862,0,0,1,1,1,0
K13863,0,0,0,0,0,0
K13868,0,0,0,0,0,0
K13869,0,0,0,0,0,0
K13870,0,0,0,0,0,0
K13871,0,0,0,0,0,0
K13873,0,0,0,0,0,0
K13874,1,1,1,1,1,1
K13875,0,0,1,0,1,1
K13876,0,0,1,0,1,1
K13878,0,0,0,0,0,1
K13882,0,0,0,0,0,0
K13884,0,0,0,0,0,0
K13886,0,0,0,0,0,0
K13887,0,0,0,0,0,0
K13888,1,1,1,1,1,1
K13889,0,1,1,0,1,0
K13890,1,1,1,1,1,1
K13891,0,0,1,0,1,0
K13892,1,1,1,1,1,1
K13893,1,1,1,1,1,1
K13894,1,1,1,1,1,1
K13895,1,1,1,1,1,1
K13896,1,1,1,1,1,1
K13907,0,0,0,0,0,0
K13908,0,0,0,0,0,0
K13912,0,0,0,0,1,0
K13915,1,0,0,1,1,0
K13917,1,1,1,1,1,1
K13918,0,0,0,0,0,0
K13919,0,0,0,0,0,0
K13920,1,0,1,1,1,1
K13921,0,0,1,0,0,0
K13922,0,0,1,0,1,1
K13923,0,0,0,0,0,0
K13924,1,1,1,1,1,1
K13926,1,1,1,1,1,1
K13927,0,0,0,0,0,0
K13928,0,0,1,0,1,1
K13929,0,0,1,0,1,1
K13930,0,0,1,0,0,0
K13931,0,0,0,0,0,0
K13932,0,0,1,0,0,0
K13933,0,0,1,0,0,1
K13934,0,0,1,0,0,0
K13935,0,0,1,0,0,1
K13937,0,0,0,0,1,1
K13938,1,1,1,1,0,1
K13939,0,0,0,0,0,0
K13940,1,1,1,1,1,1
K13941,0,0,1,1,1,0
K13943,0,0,0,0,0,0
K13947,0,0,0,0,0,0
K13948,0,0,1,0,1,1
K13949,0,0,0,0,0,0
K13950,1,1,1,1,1,1
K13951,0,0,0,0,0,0
K13953,1,1,1,1,1,1
K13954,1,1,1,1,1,1
K13955,0,0,0,0,0,0
K13956,0,0,1,0,1,0
K13957,0,0,0,0,0,0
K13958,0,0,1,0,1,0
K13959,0,0,1,0,1,0
K13960,0,0,0,0,1,0
K13963,1,0,1,1,1,1
K13965,0,0,0,0,1,0
K13966,0,0,0,0,0,0
K13967,0,0,0,0,1,0
K13974,0,0,0,0,0,0
K13975,0,0,0,0,0,0
K13977,0,0,1,0,1,0
K13979,1,1,1,1,1,1
K13981,0,0,0,0,0,0
K13982,0,0,0,0,0,0
K13983,0,1,1,1,1,0
K13984,1,1,1,1,1,1
K13985,1,1,1,1,1,1
K13987,0,0,1,0,1,0
K13988,1,0,1,0,1,1
K13989,0,0,1,1,1,1
K13990,1,1,1,1,1,1
K13991,1,1,1,1,1,1
K13992,1,1,1,1,1,1
K13993,1,1,1,1,1,1
K13994,0,0,0,0,0,0
K13995,1,1,1,1,1,1
K13996,0,0,0,0,1,0
K13997,0,0,0,0,1,0
K13998,1,1,1,1,1,1
K14000,0,0,0,0,0,0
K14001,0,0,1,0,1,0
K14002,0,0,0,0,1,0
K14003,0,0,0,0,0,0
K14004,0,0,1,1,1,1
K14005,0,1,1,1,1,1
K14006,1,1,1,1,1,1
K14007,0,1,1,1,1,1
K14008,0,0,1,0,1,1
K14009,0,0,0,0,1,0
K14011,0,0,1,0,1,0
K14012,0,0,1,0,1,1
K14015,0,0,1,1,1,0
K14016,1,1,1,1,1,1
K14018,0,0,1,0,1,1
K14020,0,0,0,0,0,0
K14026,0,0,1,1,1,1
K14028,0,0,0,0,0,0
K14029,0,0,0,0,0,0
K14032,0,0,0,0,0,0
K14048,1,0,1,1,1,1
K14050,0,0,1,1,1,1
K14051,0,0,1,0,0,1
K14052,0,0,1,0,0,1
K14054,0,0,1,0,0,1
K14055,1,1,1,1,0,1
K14056,0,0,1,0,0,1
K14057,1,1,1,1,1,1
K14058,1,1,1,1,1,1
K14059,1,1,1,1,1,1
K14060,1,1,1,1,1,1
K14061,0,0,0,0,0,0
K14062,0,0,0,0,0,0
K14063,0,0,0,0,0,0
K14064,0,0,0,0,0,0
K14066,0,0,1,1,1,0
K14067,1,1,1,1,1,1
K14077,0,0,0,0,1,1
K14080,0,0,0,0,0,0
K14081,0,0,0,0,0,0
K14082,0,0,0,0,0,0
K14083,1,1,1,1,1,1
K14084,0,0,0,0,0,0
K14085,0,0,0,1,1,0
K14086,0,0,0,0,0,0
K14087,0,0,0,0,0,0
K14088,0,0,0,0,0,0
K14089,0,0,0,0,0,0
K14090,0,0,0,0,1,0
K14091,0,0,0,0,0,0
K14105,0,0,0,0,0,0
K14109,0,0,0,0,0,0
K14126,0,0,0,0,0,0
K14127,0,0,1,0,1,0
K14128,0,0,0,0,0,0
K14136,1,1,1,1,1,1
K14137,0,0,1,0,1,0
K14138,0,0,0,0,0,0
K14152,0,0,1,0,1,1
K14153,1,1,1,1,1,1
K14154,0,0,0,0,0,0
K14155,1,1,1,1,1,1
K14156,0,0,0,0,1,1
K14157,0,0,1,0,1,1
K14159,1,1,1,1,1,1
K14160,1,1,1,1,1,1
K14161,1,1,1,1,1,1
K14162,1,1,1,1,1,1
K14163,0,0,0,0,1,1
K14164,0,1,1,1,1,0
K14165,1,1,1,1,1,1
K14166,1,1,1,1,1,1
K14167,0,0,0,0,0,0
K14168,0,0,0,0,1,0
K14170,1,1,1,1,1,1
K14171,0,0,0,0,0,0
K14172,0,0,0,0,1,0
K14187,1,1,1,1,1,1
K14188,0,0,0,0,0,0
K14189,0,0,0,0,1,0
K14190,0,0,0,0,1,0
K14191,0,1,1,1,1,1
K14194,0,0,0,0,0,0
K14205,0,0,1,0,1,1
K14206,0,0,0,0,1,0
K14207,0,0,0,0,1,0
K14208,0,0,0,0,1,0
K14209,0,0,1,1,1,1
K14210,0,0,0,0,0,0
K14213,1,1,1,1,1,1
K14215,0,0,0,0,0,0
K14216,0,0,0,0,0,0
K14257,1,1,1,1,1,1
K14258,0,0,0,0,1,0
K14259,0,0,1,0,1,1
K14260,1,1,1,1,1,1
K14261,1,1,1,1,1,1
K14262,0,0,0,0,0,0
K14264,0,0,0,0,0,0
K14266,1,1,1,1,1,1
K14267,1,1,1,1,1,1
K14268,1,0,1,0,1,1
K14270,0,0,0,0,1,0
K14273,0,0,0,0,0,0
K14274,1,1,1,1,1,1
K14275,0,0,1,0,0,1
K14284,0,0,1,0,1,0
K14286,1,1,1,1,1,1
K14287,1,1,1,1,1,1
K14288,0,0,1,1,1,1
K14289,0,0,1,1,1,1
K14290,1,1,1,1,1,1
K14291,0,0,1,0,1,0
K14292,0,0,1,0,1,1
K14293,0,1,1,1,1,1
K14294,0,0,1,0,1,0
K14297,0,0,1,0,1,1
K14298,0,0,1,1,1,1
K14299,0,0,1,0,1,1
K14300,0,0,1,1,1,0
K14301,0,0,1,1,1,0
K14303,0,0,1,0,1,1
K14304,0,0,1,0,1,0
K14305,0,0,0,0,0,0
K14306,0,0,1,0,1,1
K14308,0,0,0,0,1,0
K14309,0,0,0,0,0,0
K14310,0,0,1,1,1,1
K14311,0,0,1,1,1,0
K14312,0,0,1,1,1,1
K14313,0,0,1,0,1,0
K14314,0,0,0,0,0,0
K14317,0,0,1,0,1,0
K14318,0,0,1,1,1,0
K14319,0,0,1,0,1,1
K14320,0,0,0,0,1,0
K14324,0,0,0,0,1,0
K14325,0,0,0,0,1,0
K14326,1,1,1,1,1,1
K14327,1,0,1,1,1,1
K14328,0,0,1,0,1,0
K14330,1,1,1,1,1,1
K14331,1,1,1,1,1,1
K14332,0,1,1,1,1,0
K14333,1,1,1,1,1,1
K14335,1,1,1,1,1,1
K14337,0,0,0,0,0,0
K14338,0,0,0,0,0,0
K14339,0,0,0,0,0,0
K14340,0,0,0,0,0,0
K14341,0,0,0,0,1,0
K14342,0,0,0,0,0,0
K14346,0,0,0,0,0,0
K14347,1,1,1,1,1,1
K14348,0,0,1,0,0,1
K14350,0,0,1,0,1,0
K14351,1,1,1,1,1,1
K14354,0,0,0,0,0,0
K14355,0,0,0,0,0,1
K14356,0,0,0,0,0,0
K14358,0,0,0,0,0,0
K14359,0,0,0,0,0,0
K14366,0,0,0,0,0,0
K14368,0,0,0,0,0,0
K14369,0,0,0,0,1,0
K14371,1,0,1,1,1,1
K14374,0,0,0,0,0,0
K14376,0,0,1,1,1,1
K14379,1,1,1,1,1,1
K14382,0,0,0,0,0,0
K14383,0,0,0,0,1,0
K14384,0,0,0,0,0,0
K14385,0,0,0,0,0,0
K14386,0,0,0,0,0,0
K14387,0,0,0,0,0,0
K14388,0,0,0,0,1,1
K14389,0,0,0,0,0,0
K14390,0,0,0,0,0,0
K14391,0,0,0,0,1,0
K14392,1,1,1,1,1,1
K14393,1,1,1,1,1,1
K14394,0,0,0,0,0,0
K14395,0,0,1,0,1,1
K14396,0,0,1,1,1,0
K14397,0,0,1,1,1,0
K14399,0,0,1,1,1,1
K14400,0,0,1,1,1,0
K14401,0,0,1,1,1,1
K14402,0,0,1,1,1,1
K14403,0,1,1,1,1,1
K14404,0,0,1,0,1,1
K14405,0,0,1,0,1,0
K14406,0,0,0,0,0,0
K14407,0,0,1,1,1,0
K14408,0,0,1,1,1,0
K14409,0,0,0,0,0,0
K14410,0,0,0,0,1,1
